date,dc_id,sku_id,leadtime_actual,vlt_pred,recent_mean_7,recent_mean_30,recent_std_30,recent_sum_7,recent_sum_30,demand_forecast_sum,future_demand_sum,current_inv,dc_capacity,factory_inv,transport_cost,pt_box,box_volume,push_lb,push_ub,target_replenishment
2019-03-15,DC008,SKU029,5.0,3.071784257888794,171.0,157.7,176.8223496431753,1197.0,4731.0,501.03,466.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-16,DC008,SKU029,2.0,3.066749095916748,184.0,171.8,181.29118382682964,1288.0,5154.0,541.02,173.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-17,DC008,SKU029,3.0,3.061950206756592,183.71428571428572,169.26666666666668,183.1338187106782,1286.0,5078.0,538.14,466.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-18,DC008,SKU029,3.0,3.0576283931732178,183.71428571428572,164.8,185.55761010173273,1286.0,4944.0,534.12,300.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-19,DC008,SKU029,1.0,3.0666697025299072,174.14285714285714,170.56666666666666,183.01724569619725,1219.0,5117.0,519.21,144.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-20,DC008,SKU029,3.0,3.0735702514648438,192.28571428571428,175.53333333333333,180.322994158322,1346.0,5266.0,561.78,381.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-21,DC008,SKU029,6.0,3.0742056369781494,188.57142857142858,170.66666666666666,179.1342761419179,1320.0,5120.0,549.5999999999999,1206.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-22,DC008,SKU029,2.0,3.0697810649871826,129.42857142857142,170.1,179.6235600730966,906.0,5103.0,424.8899999999999,0.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-23,DC008,SKU029,4.0,3.066995143890381,121.0,178.63333333333333,182.9949877880691,847.0,5359.0,414.87,832.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-24,DC008,SKU029,4.0,3.060943841934204,121.0,175.6,185.1638193600467,847.0,5268.0,412.14,1218.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-25,DC008,SKU029,2.0,3.055879831314087,121.0,161.0,181.12205829219144,847.0,4830.0,399.0,680.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-26,DC008,SKU029,4.0,3.0662529468536377,118.0,166.06666666666666,178.65664150978418,826.0,4982.0,397.26,1069.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-27,DC008,SKU029,2.0,3.0711042881011963,142.42857142857142,176.73333333333332,177.9747048194084,997.0,5302.0,458.1599999999999,567.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-28,DC008,SKU029,2.0,3.0730440616607666,173.28571428571428,181.8,180.93173666699087,1213.0,5454.0,527.52,323.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-29,DC008,SKU029,2.0,3.0720555782318115,227.42857142857142,193.2,182.65621624607613,1592.0,5796.0,651.4799999999999,142.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,0.0
2019-03-30,DC008,SKU029,5.0,3.0691680908203125,199.85714285714286,179.16666666666666,166.13470103770882,1399.0,5375.0,580.95,2046.0,5469.0,80822.9,74536.0,344.0,56.0,1.2,159000.0,161000.0,336.0
2019-01-01,DC008,SKU045,4.0,4.0,281.14285714285717,364.56666666666666,311.14355564951404,1968.0,10937.0,1224.68,2894.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-02,DC008,SKU045,3.0,3.0,367.0,387.3,308.5806377594032,2569.0,11619.0,1119.27,1339.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-03,DC008,SKU045,4.0,4.0,457.14285714285717,410.8666666666667,364.7500270352591,3200.0,12326.0,1773.04,1673.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-04,DC008,SKU045,5.0,5.0,481.2857142857143,409.4,364.7746884493678,3369.0,12282.0,2298.6,2045.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-05,DC008,SKU045,3.0,3.0,559.5714285714286,417.8666666666667,374.3141045818189,3917.0,12536.0,1551.1799999999998,1483.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-06,DC008,SKU045,2.0,2.0,542.5714285714286,400.26666666666665,381.0740027285455,3798.0,12008.0,999.7599999999999,1483.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-07,DC008,SKU045,2.0,2.0,542.5714285714286,385.2,387.61014778597666,3798.0,11556.0,990.7199999999999,1329.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-08,DC008,SKU045,3.0,3.0,613.1428571428571,405.93333333333334,388.11441039409436,4292.0,12178.0,1652.9399999999996,1491.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-09,DC008,SKU045,3.0,3.0,625.2857142857143,431.5,385.7875710802513,4377.0,12945.0,1701.4499999999998,989.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-10,DC008,SKU045,1.0,1.0,483.42857142857144,426.3666666666667,382.9822000505448,3384.0,12791.0,466.30999999999995,290.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-11,DC008,SKU045,1.0,1.0,520.1428571428571,419.03333333333336,376.6824023261801,3641.0,12571.0,489.80999999999995,60.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-12,DC008,SKU045,3.0,3.0,424.85714285714283,416.76666666666665,377.2470175126931,2974.0,12503.0,1267.29,937.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-13,DC008,SKU045,1.0,1.0,433.42857142857144,410.23333333333335,381.6462308939465,3034.0,12307.0,426.46999999999997,579.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-14,DC008,SKU045,1.0,1.0,433.42857142857144,400.0,388.33439198711204,3034.0,12000.0,423.4,358.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-15,DC008,SKU045,1.0,3.08069109916687,413.85714285714283,418.6,383.063493431572,2897.0,12558.0,1245.84,359.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-16,DC008,SKU045,7.0,3.0873260498046875,355.42857142857144,430.53333333333336,375.33555949606244,2488.0,12916.0,1133.8799999999999,3079.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-17,DC008,SKU045,3.0,3.084048271179199,326.42857142857144,417.5,370.7769095651274,2285.0,12525.0,1061.25,920.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-18,DC008,SKU045,1.0,3.082197666168213,299.0,429.26666666666665,365.8929655271091,2093.0,12878.0,1014.24,111.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-19,DC008,SKU045,4.0,3.0805015563964844,373.14285714285717,442.3333333333333,372.1672861615982,2612.0,13270.0,1181.6999999999998,1712.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-20,DC008,SKU045,5.0,3.073718547821045,380.42857142857144,423.96666666666664,374.4624131857414,2663.0,12719.0,1180.47,3177.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-21,DC008,SKU045,3.0,3.067525625228882,380.42857142857144,404.8,380.90150957957627,2663.0,12144.0,1163.22,1414.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-22,DC008,SKU045,5.0,3.076611280441284,401.14285714285717,428.93333333333334,377.409232649241,2808.0,12868.0,1228.44,1925.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-23,DC008,SKU045,5.0,3.081367254257202,431.57142857142856,447.96666666666664,369.6152489038057,3021.0,13439.0,1309.4699999999998,2167.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-24,DC008,SKU045,4.0,3.0822415351867676,439.85714285714283,431.76666666666665,359.83761924265536,3079.0,12953.0,1312.29,1741.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-25,DC008,SKU045,1.0,3.080852746963501,436.85714285714283,443.26666666666665,353.9077971575208,3058.0,13298.0,1316.34,43.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-26,DC008,SKU045,1.0,3.07922625541687,469.7142857142857,447.1,359.6699737259144,3288.0,13413.0,1388.79,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-27,DC008,SKU045,6.0,3.075050115585327,460.0,441.43333333333334,364.61876742092636,3220.0,13243.0,1363.29,5631.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,1680.0
2019-01-28,DC008,SKU045,3.0,3.067871570587158,460.0,427.8,373.12378643018724,3220.0,12834.0,1351.02,3186.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-29,DC008,SKU045,2.0,3.0765414237976074,450.7142857142857,445.8,370.8106794578604,3155.0,13374.0,1347.72,2039.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-30,DC008,SKU045,3.0,3.0832107067108154,533.0,484.03333333333336,381.8423307538801,3731.0,14521.0,1554.9299999999998,2734.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-31,DC008,SKU045,4.0,3.0848593711853027,629.2857142857143,513.0,393.64459435722813,4405.0,15390.0,1783.1999999999998,1786.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-01,DC008,SKU045,3.0,3.0821354389190674,703.8571428571429,521.8666666666667,400.2910385651364,4927.0,15656.0,1947.78,273.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-02,DC008,SKU045,4.0,3.0765633583068848,771.5714285714286,520.4666666666667,396.73288522912014,5401.0,15614.0,2088.72,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-03,DC008,SKU045,1.0,3.0688226222991943,804.4285714285714,516.8333333333334,398.4796174907263,5631.0,15505.0,2154.4500000000003,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-04,DC008,SKU045,2.0,3.0649759769439697,804.4285714285714,484.93333333333334,400.26748834026256,5631.0,14548.0,2125.7400000000002,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-05,DC008,SKU045,5.0,3.074117660522461,710.2857142857143,484.93333333333334,400.26748834026256,4972.0,14548.0,1928.04,1311.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-06,DC008,SKU045,4.0,3.0772409439086914,546.4285714285714,484.93333333333334,400.26748834026256,3825.0,14548.0,1583.94,1311.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-07,DC008,SKU045,3.0,3.077399730682373,390.57142857142856,461.06666666666666,407.06681952175313,2734.0,13832.0,1235.1599999999999,766.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-08,DC008,SKU045,3.0,3.0757908821105957,333.0,453.6666666666667,403.4397380306285,2331.0,13610.0,1107.6,662.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-09,DC008,SKU045,7.0,3.072465419769287,199.57142857142858,454.23333333333335,403.60340957705284,1397.0,13627.0,827.9100000000001,1546.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-10,DC008,SKU045,2.0,3.064225912094116,187.28571428571428,439.1666666666667,404.85948865693575,1311.0,13175.0,788.5500000000001,637.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-11,DC008,SKU045,3.0,3.060793399810791,187.28571428571428,429.5,411.7098290462997,1311.0,12885.0,779.8499999999999,696.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-12,DC008,SKU045,3.0,3.0705223083496094,255.14285714285714,443.3333333333333,405.99460861226,1786.0,13300.0,934.8000000000001,909.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-13,DC008,SKU045,3.0,3.076540231704712,278.2857142857143,448.73333333333335,401.1100375485787,1948.0,13462.0,988.2599999999999,622.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-14,DC008,SKU045,5.0,3.0778939723968506,319.2857142857143,439.0,401.373641386676,2235.0,13170.0,1065.6,1291.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-15,DC008,SKU045,4.0,3.074651002883911,276.7142857142857,435.3,402.61297793290265,1937.0,13059.0,972.8699999999999,916.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-16,DC008,SKU045,6.0,3.070831298828125,247.57142857142858,435.8333333333333,402.52213879763457,1733.0,13075.0,912.1500000000001,1974.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-17,DC008,SKU045,5.0,3.0636816024780273,220.85714285714286,420.93333333333334,410.03609055247256,1546.0,12628.0,842.64,1974.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-18,DC008,SKU045,3.0,3.058547019958496,220.85714285714286,393.96666666666664,410.2300560525628,1546.0,11819.0,818.3699999999999,1027.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-19,DC008,SKU045,3.0,3.068706750869751,233.28571428571428,409.0,407.8417176634419,1633.0,12270.0,858.0,1058.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-20,DC008,SKU045,4.0,3.0754733085632324,260.7142857142857,420.8,400.89952190875294,1825.0,12624.0,926.22,692.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-21,DC008,SKU045,5.0,3.076542615890503,272.0,408.8666666666667,397.0060229042152,1904.0,12266.0,939.1799999999998,1280.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-22,DC008,SKU045,6.0,3.073859214782715,280.57142857142856,400.06666666666666,396.2398207595439,1964.0,12002.0,949.2599999999999,2141.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-23,DC008,SKU045,2.0,3.069265604019165,282.0,399.0,396.2358725136666,1974.0,11970.0,951.3,435.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-24,DC008,SKU045,5.0,3.065013885498047,282.0,384.8,402.59610860844975,1974.0,11544.0,938.52,2269.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-25,DC008,SKU045,1.0,3.0597739219665527,282.0,350.1666666666667,389.2992921761981,1974.0,10505.0,907.3499999999999,460.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-26,DC008,SKU045,3.0,3.0711193084716797,263.85714285714283,363.23333333333335,385.3284904539963,1847.0,10897.0,881.0099999999999,1374.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-27,DC008,SKU045,6.0,3.077023983001709,279.0,378.56666666666666,379.6802763144568,1953.0,11357.0,926.61,3113.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-28,DC008,SKU045,1.0,3.075935125350952,313.14285714285717,376.76666666666665,378.4726043219274,2192.0,11303.0,996.69,128.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-01,DC008,SKU045,1.0,3.0761287212371826,360.85714285714283,359.9,354.2725269243062,2526.0,10797.0,1081.7099999999998,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-02,DC008,SKU045,1.0,3.0728771686553955,324.14285714285717,327.8,329.3239944694788,2269.0,9834.0,975.72,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-03,DC008,SKU045,2.0,3.0675158500671387,324.14285714285717,296.2,313.3941501262162,2269.0,8886.0,947.28,2344.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-04,DC008,SKU045,1.0,3.0624191761016846,324.14285714285717,245.76666666666668,221.90864236337342,2269.0,7373.0,901.89,1150.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-05,DC008,SKU045,4.0,3.0715560913085938,432.57142857142856,276.46666666666664,279.7280504744246,3028.0,8294.0,1157.2199999999998,1240.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-06,DC008,SKU045,3.0,3.0744059085845947,531.1428571428571,314.8,315.6990550086163,3718.0,9444.0,1398.7199999999998,1146.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-07,DC008,SKU045,2.0,3.0743019580841064,458.14285714285717,317.93333333333334,313.01415658436633,3207.0,9538.0,1248.24,660.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-08,DC008,SKU045,2.0,3.0726675987243652,436.0,334.1333333333333,308.6868675895076,3052.0,10024.0,1216.32,77.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-09,DC008,SKU045,1.0,3.069519519805908,501.0,353.56666666666666,305.3733980264526,3507.0,10607.0,1370.31,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-10,DC008,SKU045,2.0,3.0651848316192627,512.0,337.96666666666664,307.144318232036,3584.0,10139.0,1379.37,912.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-11,DC008,SKU045,1.0,3.0609521865844727,512.0,318.6666666666667,309.5738289254367,3584.0,9560.0,1362.0,409.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-12,DC008,SKU045,1.0,3.070662498474121,413.2857142857143,329.2,310.2898000257179,2893.0,9876.0,1164.1799999999998,733.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-13,DC008,SKU045,4.0,3.0763871669769287,307.42857142857144,342.8333333333333,304.45646468565735,2152.0,10285.0,954.1499999999999,2009.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-14,DC008,SKU045,4.0,3.075166940689087,398.7142857142857,351.43333333333334,311.6277355364178,2791.0,10543.0,1153.59,2081.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-15,DC008,SKU045,3.0,3.0714967250823975,451.0,374.43333333333334,322.08525613915054,3157.0,11233.0,1284.09,979.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-16,DC008,SKU045,3.0,3.0676181316375732,525.1428571428571,401.6,346.97431220961204,3676.0,12048.0,1464.24,1376.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-17,DC008,SKU045,7.0,3.061983346939087,522.0,395.2,351.5080274095221,3654.0,11856.0,1451.8799999999999,2377.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-18,DC008,SKU045,4.0,3.0549631118774414,522.0,382.7,358.60025562363074,3654.0,11481.0,1440.6299999999999,1453.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-19,DC008,SKU045,3.0,3.0636086463928223,582.1428571428571,413.5,364.04722678978527,4075.0,12405.0,1594.6499999999999,1001.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-20,DC008,SKU045,1.0,3.0700995922088623,588.2857142857143,428.56666666666666,355.88394019523963,4118.0,12857.0,1621.1100000000001,247.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-21,DC008,SKU045,3.0,3.073425531387329,509.14285714285717,415.8,357.73317803450476,3564.0,12474.0,1443.42,575.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-22,DC008,SKU045,3.0,3.0716092586517334,422.7142857142857,412.23333333333335,358.8631757214564,2959.0,12367.0,1258.71,222.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-23,DC008,SKU045,2.0,3.0679197311401367,347.42857142857144,419.2,359.92512184249284,2432.0,12576.0,1106.8799999999999,222.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-24,DC008,SKU045,1.0,3.06302809715271,339.57142857142856,408.96666666666664,367.2592620418926,2377.0,12269.0,1081.1699999999998,222.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-25,DC008,SKU045,4.0,3.060194492340088,339.57142857142856,396.1333333333333,374.52723384139756,2377.0,11884.0,1069.62,4463.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,480.0
2019-03-26,DC008,SKU045,1.0,3.0677316188812256,239.28571428571428,403.53333333333336,368.7762404976161,1675.0,12106.0,865.6799999999998,1247.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-27,DC008,SKU045,3.0,3.074091672897339,323.2857142857143,438.2,377.98036986065824,2263.0,13146.0,1073.28,2312.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-28,DC008,SKU045,5.0,3.0745201110839844,475.85714285714283,465.26666666666665,404.8968538062777,3331.0,13958.0,1418.04,3799.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-29,DC008,SKU045,3.0,3.0706374645233154,646.1428571428571,497.9,440.99979969761137,4523.0,14937.0,1805.0099999999998,1649.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-30,DC008,SKU045,1.0,3.066892385482788,669.2857142857143,502.3,442.7016414396194,4685.0,15069.0,1857.5700000000002,0.0,12303.0,80822.9,69572.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-01,DC008,SKU068,3.0,3.0,11.571428571428571,14.8,16.426401513011506,81.0,444.0,37.62,90.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-02,DC008,SKU068,4.0,4.0,14.0,15.366666666666667,16.19770216899779,98.0,461.0,57.64,38.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-03,DC008,SKU068,1.0,1.0,16.142857142857142,16.2,17.51837130938071,113.0,486.0,16.159999999999997,16.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-04,DC008,SKU068,3.0,3.0,18.857142857142858,15.4,16.809917707512234,132.0,462.0,53.46,7.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-05,DC008,SKU068,4.0,4.0,19.142857142857142,14.233333333333333,15.458942036533058,134.0,427.0,70.67999999999999,54.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-06,DC008,SKU068,1.0,1.0,19.571428571428573,14.033333333333333,15.563811301291924,137.0,421.0,17.91,4.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-07,DC008,SKU068,2.0,2.0,19.571428571428573,13.533333333333333,15.764376154975357,137.0,406.0,35.52,50.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-08,DC008,SKU068,2.0,2.0,16.285714285714285,13.666666666666666,15.665957430754819,114.0,410.0,30.999999999999996,40.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-09,DC008,SKU068,3.0,3.0,16.428571428571427,14.266666666666667,15.474566947808983,115.0,428.0,47.33999999999999,64.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-10,DC008,SKU068,3.0,3.0,13.142857142857142,14.733333333333333,15.78804048076335,92.0,442.0,40.86,56.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-11,DC008,SKU068,4.0,4.0,11.571428571428571,14.233333333333333,15.755810215776133,81.0,427.0,49.48,40.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-12,DC008,SKU068,4.0,4.0,17.285714285714285,15.5,17.44467445000527,121.0,465.0,66.99999999999999,60.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-13,DC008,SKU068,3.0,3.0,16.857142857142858,15.5,17.44467445000527,118.0,465.0,49.349999999999994,60.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-14,DC008,SKU068,3.0,3.0,16.857142857142858,14.833333333333334,17.641019118961225,118.0,445.0,48.75,69.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-15,DC008,SKU068,5.0,3.077031135559082,16.285714285714285,14.666666666666666,17.756376006631786,114.0,440.0,47.39999999999999,49.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-16,DC008,SKU068,4.0,3.081512689590454,19.428571428571427,16.0,18.103406677565783,136.0,480.0,55.199999999999996,29.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-17,DC008,SKU068,3.0,3.0827713012695312,17.714285714285715,16.666666666666668,17.868656605601018,124.0,500.0,52.199999999999996,20.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-18,DC008,SKU068,4.0,3.0816433429718018,17.857142857142858,15.333333333333334,16.870750493745742,125.0,460.0,51.300000000000004,101.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,80.0
2019-01-19,DC008,SKU068,3.0,3.077972412109375,12.714285714285714,15.7,16.848639905543315,89.0,471.0,40.83,101.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,80.0
2019-01-20,DC008,SKU068,4.0,3.0725648403167725,12.714285714285714,15.566666666666666,16.95618536765337,89.0,467.0,40.709999999999994,117.0,311.0,80822.9,10952.0,344.0,80.0,0.852,159000.0,161000.0,80.0
